source,index,x_m,y_m,z_m,stamp_ns
visual_apple_center,1,0.34940528365390355,-0.12375488218806255,-0.06343412122002068,1786346571064441025
visual_apple_center,2,0.34952011972534364,-0.12365339545150521,-0.06450372681834105,1786346571580587083
visual_apple_center,3,0.34951833847177205,-0.12362453828179301,-0.06449410030701241,1786346572106121227
visual_apple_center,4,0.3494438232567264,-0.12377356286768207,-0.06340706788679362,1786346573141641890
visual_apple_center,5,0.349396573015475,-0.12375152856898164,-0.06346720809081252,1786346573647440042
visual_apple_center,6,0.34943099283828716,-0.12374823000148383,-0.06339074028634151,1786346574174406274
visual_apple_center,7,0.3494186098372531,-0.12375295811073536,-0.06338874136180944,1786346575215245624
visual_apple_center,8,0.3494350251258807,-0.12375692590818765,-0.06345934538495501,1786346575743973948
visual_apple_center,9,0.34941555378775924,-0.12378319238704179,-0.06336990202531645,1786346576260999929
visual_apple_center,10,0.3494367728082741,-0.12375050215269172,-0.06331945085974983,1786346576781930078
manual_aligned_tcp,1,0.3355207483899541,-0.09904011499812404,-0.03701652976978498,1786346605003285181
manual_aligned_tcp,2,0.33551297069534536,-0.09904118790419025,-0.03701430409030232,1786346605053294160
manual_aligned_tcp,3,0.3355122941934961,-0.09905077186619861,-0.037004705213668554,1786346605108263361
manual_aligned_tcp,4,0.3355084963902422,-0.09904627549119015,-0.037004829917953064,1786346605163360672
manual_aligned_tcp,5,0.33550559808121905,-0.09904879301253697,-0.037014429881706334,1786346605218255139
manual_aligned_tcp,6,0.3355291146944108,-0.09904595931733412,-0.037004327761240796,1786346605268397628
manual_aligned_tcp,7,0.33550743239054104,-0.09904258761902457,-0.0370144286706493,1786346605323353587
manual_aligned_tcp,8,0.3355044078761277,-0.09902593492292273,-0.03701703186442462,1786346605378297741
manual_aligned_tcp,9,0.33547817959312465,-0.09904363222202636,-0.037022361466330644,1786346605433281675
manual_aligned_tcp,10,0.33550221374648964,-0.09905073384136324,-0.03701690674520175,1786346605488528541
manual_aligned_tcp,11,0.335517852814803,-0.0990490401933157,-0.0369986034416388,1786346605543149059
manual_aligned_tcp,12,0.3355180465042806,-0.0990587862647662,-0.03701405353081694,1786346605593181926
manual_aligned_tcp,13,0.3354884064610185,-0.09904371610536775,-0.037022112243010885,1786346605648173911
manual_aligned_tcp,14,0.3355020495101089,-0.09906080509069073,-0.03701443093999901,1786346605698484641
manual_aligned_tcp,15,0.335518676343716,-0.0990462465973512,-0.03699860402808347,1786346605753308365
manual_aligned_tcp,16,0.33552880349005093,-0.09905598469710347,-0.03698987734244047,1786346605803428090
manual_aligned_tcp,17,0.33551016351896995,-0.09904035663965349,-0.036998854108822254,1786346605858275818
manual_aligned_tcp,18,0.33551840633243457,-0.0990300699516426,-0.0370047046272351,1786346605908412902
manual_aligned_tcp,19,0.33550567125459546,-0.0990488156372879,-0.037020405741871265,1786346605963357763
manual_aligned_tcp,20,0.33551396138292583,-0.09904485300992119,-0.03699872940456056,1786346606018262048
