source,index,x_m,y_m,z_m,stamp_ns
visual_apple_center,1,0.29327687749754594,-0.2603199048684846,-0.06288234840155549,1786343312045691769
visual_apple_center,2,0.293273345912222,-0.2601711558478992,-0.06201272812625891,1786343312578417369
visual_apple_center,3,0.2932763704569872,-0.2603105193950438,-0.06294174992866419,1786343313087630925
visual_apple_center,4,0.2932897096859172,-0.2603357862722887,-0.06293458122448559,1786343313598011331
visual_apple_center,5,0.2932591358508613,-0.26033101022568633,-0.06303323827741902,1786343314092659122
visual_apple_center,6,0.29329780539378303,-0.260316228073191,-0.06291838085610058,1786343314593525587
visual_apple_center,7,0.2932816581144293,-0.2601429114430109,-0.06186115540717779,1786343315112819238
visual_apple_center,8,0.2932791020390377,-0.26032942785523483,-0.06300531122706532,1786343315624736315
visual_apple_center,9,0.2932828352463053,-0.26014687424301897,-0.06186205271716272,1786343316126326564
visual_apple_center,10,0.29330334603488223,-0.2603304989703811,-0.06287892379866727,1786343316648867427
manual_aligned_tcp,1,0.2964256067311683,-0.24819858035115638,-0.046944590660701335,1786343337433223530
manual_aligned_tcp,2,0.2964350557984454,-0.2481881307530155,-0.04693788975351387,1786343337483480254
manual_aligned_tcp,3,0.2964256942615351,-0.24819896155173676,-0.04692968642658135,1786343337538620748
manual_aligned_tcp,4,0.29639946723923577,-0.24819302565622897,-0.046948875230595155,1786343337588906447
manual_aligned_tcp,5,0.29639946723923577,-0.24819302565622897,-0.046948875230595155,1786343337588906447
manual_aligned_tcp,6,0.29640647357405936,-0.2481840085755058,-0.04694919728951252,1786343337643172662
manual_aligned_tcp,7,0.29640480878102193,-0.24819092348731236,-0.046953175469415576,1786343337693427043
manual_aligned_tcp,8,0.2964222397899282,-0.24820130150415168,-0.04694523515118321,1786343337743523075
manual_aligned_tcp,9,0.2964125872216613,-0.24821412882999175,-0.046944590660701335,1786343337798399306
manual_aligned_tcp,10,0.2964222397899282,-0.24820130150415173,-0.04694523515118326,1786343337853687076
manual_aligned_tcp,11,0.2964180694192633,-0.24820086350788928,-0.04693717061265534,1786343337908237167
manual_aligned_tcp,12,0.2963914884552104,-0.2481872025743917,-0.046954888057411326,1786343337958320909
manual_aligned_tcp,13,0.29640374062825336,-0.2481874352549412,-0.04696377931737905,1786343338008352345
manual_aligned_tcp,14,0.2964125433159532,-0.2482139381027017,-0.046952042774122404,1786343338058399971
manual_aligned_tcp,15,0.29641513039612644,-0.2481907282702216,-0.046949669630684254,1786343338108637680
manual_aligned_tcp,16,0.2964140142069579,-0.248197666057069,-0.046951355474970036,1786343338163231632
manual_aligned_tcp,17,0.29641906054380274,-0.24820723935623826,-0.046956880621373376,1786343338213413998
manual_aligned_tcp,18,0.2964085758600813,-0.24821112195989076,-0.04695132354257753,1786343338268383161
manual_aligned_tcp,19,0.2964178779668288,-0.24820651065609614,-0.04694523515118332,1786343338323342521
manual_aligned_tcp,20,0.2963978683814853,-0.24819986152886064,-0.046952853417331575,1786343338378346074
