source,index,x_m,y_m,z_m,stamp_ns
visual_apple_center,1,0.39326327670710703,-0.18752382186675717,-0.06053852068646082,1786345119673940328
visual_apple_center,2,0.39367435552056596,-0.18677876990329845,-0.06050008062335177,1786345120179494059
visual_apple_center,3,0.3939120498496909,-0.1867867140856432,-0.06156266608284988,1786345121248901050
visual_apple_center,4,0.39390102215958844,-0.1867792145749017,-0.061586787136158616,1786345124834978817
visual_apple_center,5,0.3934468368289892,-0.1875264201912911,-0.061662238327704066,1786345127439929325
visual_apple_center,6,0.39369740039783085,-0.18675712745292408,-0.0605266950057054,1786345127939314236
visual_apple_center,7,0.39321764376750307,-0.18749532546109537,-0.060594013637375654,1786345128943099108
visual_apple_center,8,0.39363979494032364,-0.1871667196411892,-0.06158856521909556,1786345129442094321
visual_apple_center,9,0.3932347056693467,-0.18749885341578215,-0.060455762781852884,1786345129950016456
visual_apple_center,10,0.39388776793598135,-0.18680348593053647,-0.06157617587773412,1786345130451547545
manual_aligned_tcp,1,0.3888719680363222,-0.165851238126309,-0.04609791090994292,1786345176593174618
manual_aligned_tcp,2,0.38887513557116027,-0.16585087542362478,-0.04607951945087663,1786345176643326006
manual_aligned_tcp,3,0.38887660385628725,-0.16586794880008257,-0.04608798579090667,1786345176693487137
manual_aligned_tcp,4,0.3888831454745154,-0.16585145960395015,-0.04607546722534145,1786345176748136950
manual_aligned_tcp,5,0.3888799382724775,-0.16584826094222332,-0.04608770657775774,1786345176798306253
manual_aligned_tcp,6,0.388867994039999,-0.16584270037904064,-0.046094100446974096,1786345176848365608
manual_aligned_tcp,7,0.3888824712941124,-0.16585612829845453,-0.04608734455215896,1786345176898602295
manual_aligned_tcp,8,0.3888577858833248,-0.1658540723553743,-0.04609403438635884,1786345176953453348
manual_aligned_tcp,9,0.3888851543490941,-0.16583305286747527,-0.046090541633791615,1786345177004102613
manual_aligned_tcp,10,0.388867994039999,-0.16584270037904064,-0.046094100446974096,1786345177058455602
manual_aligned_tcp,11,0.3888779400751305,-0.1658540186253136,-0.04609471394320008,1786345177113357085
manual_aligned_tcp,12,0.38885325455857483,-0.16585196263298918,-0.04610140337196966,1786345177168209246
manual_aligned_tcp,13,0.38887465073501404,-0.1658281631964191,-0.04610110776179499,1786345177218539733
manual_aligned_tcp,14,0.388879426608632,-0.1658381882321517,-0.04608721310411579,1786345177273361389
manual_aligned_tcp,15,0.3888691783152559,-0.16585799796000228,-0.04609047599221311,1786345177323479576
manual_aligned_tcp,16,0.3888695174411451,-0.1658451145793378,-0.04609763131888195,1786345177378224557
manual_aligned_tcp,17,0.3888851248580349,-0.16584137020016787,-0.046093869798176534,1786345177428401992
manual_aligned_tcp,18,0.388875406974188,-0.16584615142447207,-0.04609507587921946,1786345177483298040
manual_aligned_tcp,19,0.38887384127906965,-0.1658455546079349,-0.04609833847998657,1786345177533381199
manual_aligned_tcp,20,0.38884672514799856,-0.16582269995871354,-0.04609986782745945,1786345177588207890
