source,index,x_m,y_m,z_m,stamp_ns
visual_apple_center,1,0.2961355458353198,-0.29366940289190263,-0.062065493695615426,1786345634308704598
visual_apple_center,2,0.2961439624301728,-0.29367805794708746,-0.062068287025269786,1786345635313742259
visual_apple_center,3,0.2961664323125893,-0.29395802431480184,-0.06325021873040526,1786345636347679901
visual_apple_center,4,0.29615475810106173,-0.29396254112602355,-0.06313844304978711,1786345636878843862
visual_apple_center,5,0.29612347421902013,-0.29368236982153956,-0.061934298202384,1786345637398843560
visual_apple_center,6,0.2961268828304655,-0.29369583202422034,-0.061983110770053806,1786345638956344227
visual_apple_center,7,0.2961148595563562,-0.2939574043462722,-0.06304685707341373,1786345639481461866
visual_apple_center,8,0.2961219277427846,-0.29372266453251816,-0.062031589885809146,1786345640482060233
visual_apple_center,9,0.2961334932819241,-0.2939642848110605,-0.06309811428532086,1786345641021468732
visual_apple_center,10,0.29609655554167347,-0.29394976171903775,-0.0631015954250096,1786345641560453495
manual_aligned_tcp,1,0.3009023879803059,-0.2679265246384817,-0.051336932096249566,1786345664728416453
manual_aligned_tcp,2,0.30086888075880763,-0.2679142039828302,-0.05134164091669108,1786345664778454478
manual_aligned_tcp,3,0.300895165592086,-0.2679295689255199,-0.05132866328584024,1786345664833332988
manual_aligned_tcp,4,0.3009047871284397,-0.26793452278985075,-0.051319451429996,1786345664888179658
manual_aligned_tcp,5,0.3008721322271215,-0.26791712692751024,-0.051363815652155864,1786345664938519440
manual_aligned_tcp,6,0.3008624294834454,-0.26791330852365963,-0.05136324032086831,1786345664993436578
manual_aligned_tcp,7,0.3008764514388329,-0.2679128562274001,-0.05134919496071533,1786345665043539114
manual_aligned_tcp,8,0.300881159571641,-0.2679075687194607,-0.05134919496071533,1786345665098757389
manual_aligned_tcp,9,0.3008848257086265,-0.26791669768298865,-0.05133584386750467,1786345665153869469
manual_aligned_tcp,10,0.30088495712149776,-0.26791095778942664,-0.05134216870752584,1786345665208235258
manual_aligned_tcp,11,0.3008837784111629,-0.2679252579843502,-0.05133611775672181,1786345665258543886
manual_aligned_tcp,12,0.30087090360539404,-0.2679267401535862,-0.05134216870752584,1786345665308654942
manual_aligned_tcp,13,0.30086698506834675,-0.26790078146359564,-0.05136297978270804,1786345665363492249
manual_aligned_tcp,14,0.30088468929079115,-0.26791658134794805,-0.05134314416049923,1786345665418288198
manual_aligned_tcp,15,0.30088126448891755,-0.2679230143904294,-0.0513278489453316,1786345665468351052
manual_aligned_tcp,16,0.3008783779817606,-0.2679109489089574,-0.051341901546591184,1786345665518458159
manual_aligned_tcp,17,0.30087154322327886,-0.26790847034257176,-0.051344780941799284,1786345665568660173
manual_aligned_tcp,18,0.3008698723027297,-0.2679128472344149,-0.05134892771406868,1786345665618670210
manual_aligned_tcp,19,0.30087319662123624,-0.26790633028594313,-0.05135208795206353,1786345665673198361
manual_aligned_tcp,20,0.30086116654372574,-0.267905072218151,-0.05135153957348065,1786345665723650069
