source,index,x_m,y_m,z_m,stamp_ns
visual_apple_center,1,0.4521421947000108,-0.2069436862717425,-0.05776339198874347,1786342773600213278
visual_apple_center,2,0.4517688148593188,-0.20688088412584799,-0.05666431001585548,1786342774631375858
visual_apple_center,3,0.45214232378968244,-0.20695173268838146,-0.05781817276246426,1786342775163352574
visual_apple_center,4,0.4524129396212332,-0.2070176287056849,-0.05873213968062152,1786342775700016740
visual_apple_center,5,0.45213938933327674,-0.20697677832241296,-0.057783023265829125,1786342776227726990
visual_apple_center,6,0.45215490917970813,-0.20694366934211653,-0.05780332758926365,1786342776759717560
visual_apple_center,7,0.4521025578435179,-0.2069498619879741,-0.05775025147987933,1786342777254177955
visual_apple_center,8,0.45211298732070526,-0.20697840251072583,-0.05773781574555781,1786342777754533940
visual_apple_center,9,0.45213974717912464,-0.2069662115139763,-0.057863015097978976,1786342778259691362
visual_apple_center,10,0.45212655123001283,-0.20694245900611938,-0.0577072283964557,1786342778764142978
manual_aligned_tcp,1,0.43967702624791877,-0.1893681897909671,-0.04574020890782121,1786342820523174757
manual_aligned_tcp,2,0.4396798961856076,-0.18937323727744237,-0.0457540484338384,1786342820573277936
manual_aligned_tcp,3,0.4396572672384512,-0.18936427627240612,-0.045766064767543135,1786342820628244899
manual_aligned_tcp,4,0.4396571486587892,-0.18935996008198763,-0.045769412179545665,1786342820678398978
manual_aligned_tcp,5,0.43965527453053094,-0.18938152172077824,-0.04575771676839763,1786342820733270084
manual_aligned_tcp,6,0.4396667181903186,-0.18936839285260798,-0.04573450466711315,1786342820783413231
manual_aligned_tcp,7,0.43965843911421065,-0.18937376380082876,-0.04576514876893084,1786342820838345731
manual_aligned_tcp,8,0.4396391591973814,-0.18936510928668093,-0.04578670949871666,1786342820888417936
manual_aligned_tcp,9,0.4396756049944845,-0.18937176660610644,-0.045740104257510794,1786342820943321363
manual_aligned_tcp,10,0.43969408061857945,-0.18936114025142314,-0.04574664633377562,1786342820998342930
manual_aligned_tcp,11,0.4396572672384513,-0.1893642762724061,-0.04576606476754319,1786342821053250367
manual_aligned_tcp,12,0.43966935695934206,-0.18936897569363165,-0.04575912381674396,1786342821103397603
manual_aligned_tcp,13,0.43965822987222425,-0.18937347306052213,-0.045780009265261434,1786342821158243329
manual_aligned_tcp,14,0.43964187101726726,-0.189375335956631,-0.045782551044915853,1786342821213358511
manual_aligned_tcp,15,0.43966650398853807,-0.1893764305627096,-0.04575753759836715,1786342821263468488
manual_aligned_tcp,16,0.4396630518749554,-0.18937567366856067,-0.04575680068552668,1786342821318453212
manual_aligned_tcp,17,0.43965761658575503,-0.18937691629774608,-0.04575740247482202,1786342821368578447
manual_aligned_tcp,18,0.4396663798094354,-0.1893679471998526,-0.04575680068552673,1786342821423327303
manual_aligned_tcp,19,0.4396630518749554,-0.18937567366856067,-0.04575680068552668,1786342821478370478
manual_aligned_tcp,20,0.4396586885065567,-0.1893606994055174,-0.04576616941642442,1786342821528483794
